title,author,publisherName,itemPrice,salesDate,itemCaption,isbn,itemUrl,largeImageUrl,reviewCount,reviewAverage,keyword,どうぶつ,きょうりゅう,いぬ,ねこ,のりもの,むし,おばけ,あんぱんまん,そら,まほう,わくわく,どきどき,いらいら,きらきら,楽しい,かわいい,シリーズ,世界,もの,シール,登場
そらいろのたね,なかがわりえこ/おおむらゆりこ,株式会社 福音館書店,1100,2007年6月,ゆうじが自分の模型飛行機ととりかえた空色のたねをまくと、空色の家がはえてきました。「ぐりとぐら」のコンビによってつくられたとびきり楽しい絵本。,9784834000849,https://books.rakuten.co.jp/rb/120899/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0849/9784834000849.jpg?_ex=200x200,189,4.34,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
そらまめくんのベッド,なかやみわ,株式会社 福音館書店,1320,1999年9月,そらまめくんの宝物は、雲のようにふわふわで、綿のようにやわらかいベッド。だからだれにも貸してあげません。ある日、そのだいじなベッドが突然無くなってしまったからさあ大変！そらまめくんは必死でベッドをさがしますが、どこにもありません。ところが、やっと見つけたベッドには、うずらがたまごを生んで温めていたのです。さて、そらまめくんは……。子どもたちに大人気の愉快なそらまめくんが大活躍する絵本です。,9784834016291,https://books.rakuten.co.jp/rb/1094963/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6291/9784834016291.jpg?_ex=200x200,439,4.6,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらいっぱいの　こいのぼり,羽尻 利門,株式会社 世界文化社,1430,2022年03月14日頃,"・こいのぼりの由来を伝える行事絵本。
・美しく細密な絵で、日本の風景、伝統を描きます。
・絵探し、文字探しで、子どもも大人も絵を楽しめます。

ゴールデンウィーク、おじいちゃんの家でコイの滝登りを見たケンゴ。
そこでおじいちゃんに、こいのぼりの由来について聞き……。
「どうしてこいのぼりをあげるの？」という、
子どもの素朴な疑問にこたえながら、美しく細密に描かれた絵で、
日本の端午の節句の風景を味わえます。
カバーでは絵探し、文字探しが楽しめ、本文中にも各見開きに
絵本と関わりの深い言葉（5つの文字）が隠されています。
絵を読む楽しさがよりいっそう深まる絵本です。",9784418228232,https://books.rakuten.co.jp/rb/17034124/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8232/9784418228232_1_3.jpg?_ex=200x200,2,4.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
バムとケロのそらのたび,島田　ゆか,文溪堂,1650,1995年10月,月曜日の朝，おじいちゃんから山のようなこづつみがとどいた。中身は組み立て式ひこうき。ひこうきにのって，おじいちゃんの誕生日のお祝いに出かけますが……。,9784894230927,https://books.rakuten.co.jp/rb/761054/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0927/9784894230927.jpg?_ex=200x200,405,4.79,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
こどもずかんもっと,よしだじゅんこ,Gakken,1045,2004年8月,おやつや食事から、かぞく、しぜん、いえやまちにある身近なものまで、テーマ別に、楽しい絵がせいぞろい。日本語で名まえを言えるようになったら、次は、英語の呼びかたにもチャレンジ。,,https://books.rakuten.co.jp/rb/1688808/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0520/05202086.jpg?_ex=200x200,333,4.81,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
海とそらがであうばしょ,テリー・ファン/エリック・ファン/増子　久美,化学同人,2530,2021年03月03日頃,おじいさんが話してくれた、海をそらがであうばしょ。一緒に見にいく約束をしていたおじいさんは、もういません。フィンは自分で船をつくり、そのふしぎなばしょを見つけるため海に出ます。目指した先に広がっていた世界とは…。,9784759821185,https://books.rakuten.co.jp/rb/16505798/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1185/9784759821185_1_108.jpg?_ex=200x200,17,3.77,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
小型絵本　バムとケロのそらのたび,島田　ゆか,文溪堂,990,2010年03月01日頃,人気絵本『バムとケロのそらのたび』が待望の小型絵本になって登場。小さくなって、お出かけのお供に最適です。,9784894236806,https://books.rakuten.co.jp/rb/6398564/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6806/9784894236806.jpg?_ex=200x200,58,4.55,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ペンギンきょうだい　そらのたび,工藤　ノリコ,ブロンズ新社,1430,2012年10月,おねえちゃん、ペンちゃん、ギンちゃんは、3人だけでそらのたびに出かけます。はじめての飛行機は、ドキドキ・ワクワクの連続。緊張する離陸。美しい景色を見ながらの機内食。嬉しい、子ども向け機内サービス！　空港に着いて、乗りかえしようとしたそのとき……。,9784893095527,https://books.rakuten.co.jp/rb/11849247/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5527/9784893095527_1_3.jpg?_ex=200x200,45,4.39,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらののりものえほん,いしかわ　こうじ,童心社,1100,2012年11月28日頃,"「じぇっとき　ごぉー　とおいくにへ　とんでいくよ。」身近なものから、乗ったことのないものまで、そらののりものが大集合！
しかけページをめくると、のりものがおおぞら高く飛び立ちます。斬新な発想で、子どもたちの「とびたい！」という情熱と、のりものを大好きな気持ちに応える意欲作。
本当にのりものが動き出すような躍動感のある展開で、ますますめくるのが楽しくなる、のりものえほん。",9784494008377,https://books.rakuten.co.jp/rb/12108251/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8377/9784494008377_1_2.jpg?_ex=200x200,5,4.4,そら,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ビッグブック　そらの100かいだてのいえ,いわいとしお,偕成社,9900,2018年01月22日頃,あるさむいゆきのひのこと、おなかをすかせたシジュウカラのツピくんがみつけたのは、ひとつぶのひまわりのたねでした。「これじゃ、おなかいっぱいにはならないや…そうだ！はなをさかせてたねをふやそう！」ツピくんは、うえるばしょをさがしにそらへととびたちました。縦長の大きな画面が大迫力のビッグブック。,9784033328102,https://books.rakuten.co.jp/rb/15262436/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8102/9784033328102.jpg?_ex=200x200,0,0.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらの100かいだてのいえ　ミニ,いわいとしお,偕成社,990,2019年10月09日頃,"大人気『そらの100かいだてのいえ』がかわいいボードブックになりました！　今回の舞台は空のうえ。天高くのびる家にくらすのは、くもさん、あめさん、にじさん……。今までとはちょっとちがう、素敵な仲間たちがシジュウカラのツピくんを迎えます。

ボードブックになって持ち運びにも便利になりました！　ツピくんといっしょにおでかけできます！",9784033327402,https://books.rakuten.co.jp/rb/15995820/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7402/9784033327402.jpg?_ex=200x200,10,4.4,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
そらまめくんの まいにちは たからもの,なかや みわ,小学館,1320,2021年05月27日頃,"大人気絵本「そらまめくん」シリーズ最新刊 

 いつのまにか移り変わる季節のなかで、そらまめくんとなかまのおまめたちは今日も楽しくいっしょに過ごします。季節の風を感じながら、春には咲いている桜をながめながら、かおりも楽しみます。夏にはみんなで水遊び。秋にはお月見や落ち葉拾い。冬にはスキーやそりで遊びます。季節はめぐり、また新しい季節を迎えても、二度と同じ毎日はありません。 

 【編集担当からのおすすめ情報】 
 なかやみわ先生の季節感あふれる背景画とキャラクターたちの愛らしい表情は子どもたちもきっと夢中になれる絵本です。",9784097250883,https://books.rakuten.co.jp/rb/16694578/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0883/9784097250883_1_5.jpg?_ex=200x200,7,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
そらまめくんの いっしょに あそぼ,なかや みわ,小学館,935,2023年3月6日,"仲良く遊ぶと嬉しい！を育むあかちゃん絵本 

 「いーれーて」
「いーいーよ！」
乳幼児の遊び言葉がリズムよくリピートされて、次々とページをめくりたくなってしまいます。
仲良しのまめたちがどんどん現れて、
「そらまめくん」との遊びの輪に加わりますが、次第になかまでいっぱいに。 
さぁ、最後は、どうやって遊びましょう…？
＊
みんなで和気あいあいと遊ぶと、
愉快で楽しいという気持ちが芽生える一冊です。 

 【編集担当からのおすすめ情報】 
 カタコトでもいいので、
一緒に掛け合いをしながら読みたくなる本です。
幼いうちからコミュニケーションの大切さを伝えるのに最適。
贈り物にも喜ばれそうです。",9784097251842,https://books.rakuten.co.jp/rb/17405201/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1842/9784097251842_1_9.jpg?_ex=200x200,3,4.33,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
そらのいろ,荒木健太郎,金の星社,1540,2024年11月23日頃,朝焼け、夕焼け、青空、そして夜明け前と夕焼け後のほんのわずかな間あらわれるブルーモーメント…。空にはその時しか見ることのできない美しい色があります。雲と空を知り尽くした著者だから撮れた美しい写真で空の色を紹介。,9784323028224,https://books.rakuten.co.jp/rb/18018764/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8224/9784323028224_1_3.jpg?_ex=200x200,4,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そら、にげろ,赤羽末吉,偕成社,1760,1978年11月,,9784039641205,https://books.rakuten.co.jp/rb/54328/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1205/9784039641205.jpg?_ex=200x200,4,3.67,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらまでとんでけ,寺村　輝夫/いもと　ようこ,あかね書房,1650,1983年01月01日頃,かねこみねこがなにもしないのに、かみがひらひらととびあがって、こいのぼりができました。できたのは……。,9784251006059,https://books.rakuten.co.jp/rb/106375/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6059/9784251006059.jpg?_ex=200x200,7,3.0,そら,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そら　はだかんぼ！,五味　太郎,偕成社,1100,1987年05月01日頃,夕方、遊びをやめてお風呂に入る前に、子どもが母親に対して演じる機知にとんだ行動を、いかにもユーモラスに描いた絵本。ぬいぐるみを脱ぎ、洋服を脱いでゆく主人公に、読者は大きな共感を抱くでしょう。,,https://books.rakuten.co.jp/rb/263109/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0324/03240050.jpg?_ex=200x200,44,4.17,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
きんぎょのトトとそらのくも,西巻茅子,こぐま社,1210,1970年12月,金魚鉢の中で、いつもひとりぼっちのトト。ある日、金魚にそっくりな形の雲を見て「ぼくのともだちだ」と思ったトトは、小鳥が持ってきてくれた風船につかまって…。,9784772100199,https://books.rakuten.co.jp/rb/318166/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0199/9784772100199.jpg?_ex=200x200,6,4.17,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
バムとケロのえはがきそらのたび,島田ゆか,文渓堂,935,2000年04月18日頃,,,https://books.rakuten.co.jp/rb/1149477/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8942/89423258.jpg?_ex=200x200,14,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
だんごむし そらを とぶ,松岡 達英,小学館,1650,2000年7月,地面の上をコロコロころがるだんご虫。ある日空を見上げて考えた。「ぼくも空を飛びたいなぁ」そしてだんご虫は空飛ぶマシンを作って、空を飛ぼうとチャレンジします…。たくさんの虫たちも登場する創作科学絵本です。,9784097271079,https://books.rakuten.co.jp/rb/1165350/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1079/9784097271079.jpg?_ex=200x200,25,4.1,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
そらまめくんとめだかのこ,なかやみわ,株式会社 福音館書店,1100,2000年9月,そらまめくんたちが雨上がり、広場にできた水たまりで遊んでいると、迷子のめだかのこに会いました。なんとかして、めだかのこをもとの小川まで帰してあげようと、そらまめくんたちは、知恵を絞ります。そして、ベッドの中に水を入れて、めだかのこを運んであげることを思いつきます。さて、だれのベッドで運んだと思います？それは、一番大きくて、水もたっぷり入るそらまめくんのベッドでした。ぬらしたくないと言っていたそらまめくんも、めだかのこのために一肌脱いだのです。やるね！そらまめくん！待望の単行本化です。,9784834017014,https://books.rakuten.co.jp/rb/1185697/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7014/9784834017014.jpg?_ex=200x200,225,4.58,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらはさくらいろ,村上　康成,ひかりのくに,1320,2002年01月10日頃,桜が咲いた春、地面に寝転がっていると、いぬたちがのぞきこみ、次々と寝転がってきました。それを見てうらやましがっているのは！？本を上に寝転がって読むと本当に”桜色の空”が広がる絵本。,9784564006739,https://books.rakuten.co.jp/rb/1407714/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6739/9784564006739.jpg?_ex=200x200,3,4.33,そら,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらのうんてんしゅ,松井エイコ,童心社,1760,2002年3月,,9784494076611,https://books.rakuten.co.jp/rb/1432339/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6611/9784494076611.jpg?_ex=200x200,0,0.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらまめくんのベッド,なかやみわ,株式会社 福音館書店,9460,2001年11月01日頃,そらまめくんの宝物は、雲のようにふわふわで、綿のようにやわらかいベッド。だからだれにも貸してあげません。ある日、そのだいじなベッドが突然無くなってしまったからさあ大変！そらまめくんは必死でベッドをさがしますが、どこにもありません。ところが、やっと見つけたベッドには、うずらがたまごを生んで温めていたのです。さて、そらまめくんは……。子どもたちに大人気の愉快なそらまめくんが大活躍する絵本です。,9784834017915,https://books.rakuten.co.jp/rb/1452714/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7915/9784834017915_1_2.jpg?_ex=200x200,3,4.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
おそらにはてはあるの？,佐治晴夫/井沢洋二,玉川大学出版部,1100,2003年12月,小さい子どもがはじめて発する宇宙についての疑問に、真昼の星をみることが大好きな科学者と国際的に活躍する絵本作家がこたえる。,9784472403019,https://books.rakuten.co.jp/rb/1622691/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3019/9784472403019.jpg?_ex=200x200,12,4.59,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらいろのたね　The Sky Blue Seed,中川　李枝子/大村　百合子,ラボ教育センター,2640,2004年02月13日頃,"模型飛行機と交換にキツネからもらった「そらいろのたね」を，ゆうじは庭のまん中にうめました。水をあげるとでてきたのは・・・。オリジナルの歌も収録され，おはなしの世界がひろがります。
CD付き英語絵本。日本語対訳ガイド付き。",9784898110775,https://books.rakuten.co.jp/rb/1662201/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0775/9784898110775.jpg?_ex=200x200,4,4.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
おとうふさんとそらまめさん,松谷みよ子/長野ヒデ子,童心社,1650,2005年7月,,,https://books.rakuten.co.jp/rb/3581025/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4940/49408970.jpg?_ex=200x200,2,3.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらとぶクレヨン,竹下文子/鈴木まもる,金の星社,1540,2006年3月,これはクレヨン、せんがかけるよ。ロケットみたいにそらだってとべる。いろんないろ、いろんなかたち、さあ、みんなならなにをかく？すきなものいっぱいかいちゃえ。いっしょにあそぼうよ。,,https://books.rakuten.co.jp/rb/3984131/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3230/32301368.jpg?_ex=200x200,28,4.11,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
そらまめくんのぼくのいちにち,なかや みわ,小学館,921,2006年06月20日頃,"大人気「そらまめくん」の絵本 

 大人気の『そらまめくん』の書き下ろし絵本。今回はそらまめくんが愉快な仲間たちといっしょに楽しく過ごす1日を描き、その世界観・キャラクターの魅力がとても良く伝わる1冊になっています。1枚1枚の絵がとても愛くるしく、また1日の中でいろいろなことが起こる展開の楽しさや、読後にホッと安心できる構成などお子さんへの読み聞かせにもぴったりの作品です。",9784097261919,https://books.rakuten.co.jp/rb/4052927/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1919/9784097261919_1_4.jpg?_ex=200x200,206,4.72,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
狂言えほん　そらうで,もとした いづみ/たごもり のりこ,講談社,1650,2008年09月27日頃,野村萬斎推薦! 「狂言えほん」第4弾 いつも空腕(うその腕自慢)ばかり言っているけれど、本当は臆病な太郎冠者。主人に買い物を言いつけられて出かけますが、暗い道で出会うものが怖く見えて……。,9784061323797,https://books.rakuten.co.jp/rb/5861553/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3797/9784061323797.jpg?_ex=200x200,5,3.75,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
大型絵本　バムとケロのそらのたび,島田　ゆか,文溪堂,6380,2012年01月01日頃,人気絵本『バムとケロのそらのたび』が大型本になりました。さまざまな難所（？）を通り抜けるバムとケロの冒険を、見開きで約80センチという迫力の大画面で楽しんでいただけます。読み聞かせ用テキスト付き。,9784894235441,https://books.rakuten.co.jp/rb/6000308/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5441/9784894235441.jpg?_ex=200x200,3,4.67,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらまめくんとながいながいまめ,なかや みわ,小学館,921,2009年04月01日頃,"「そらまめくん」のシリーズ本 

 大人気の絵本「そらまめくん」シリーズ最新刊。今回そらまめくんが出会ったのは、ながいながい豆のベッド。その持ち主は、さんじゃくまめの兄弟。お互い自慢のベッドで競争を始め…。愉快で心温まる1冊です。",9784097261926,https://books.rakuten.co.jp/rb/6027610/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1926/9784097261926_1_5.jpg?_ex=200x200,59,4.52,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
きょうのそらはどんなそら,accototo,大日本図書,1430,2009年9月,,9784477020013,https://books.rakuten.co.jp/rb/6191978/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0013/9784477020013.jpg?_ex=200x200,7,3.83,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
シャガールのそらとぶふたり,西村　和子,博雅堂出版,1320,2010年06月01日頃,"『おはなし名画をよむまえに（全5巻）』について
小さなお子様向けの名画絵本シリーズです。サイズも小さめで名画を簡単な物語、セリフ、あるいは詩と一緒に楽しめます。「芸術に触れる最初の一歩」として高い評価を得ています。

赤ちゃんは生後間もなくから色を認識し始め、5〜6歳までに色彩感覚を身に付けます。色彩は刺激となり脳の様々の能力の発達を促します。また、この時期の子どもたちは身の回りのものを観察し、驚きや疑問を感じることで好奇心を育んでいます。良質なアートが身近にある環境は色彩感覚を育み、好奇心を伸ばすためにとても大切です。アートは生活から切り離された特別な存在ではなく、子どもの時から親しんでおくべきものなのです。

知育の観点からも自信を持ってお薦めできるシリーズです。

・美しい色彩と詩の世界です：「クレーと黄色い鳥のいる風景（詩：谷川俊太郎さん）」
小さなお子様への読み聞かせに最適です。言語能力の発達が促されるだけでなく、視覚と聴覚を同時に刺激することで脳の発達は更に促進されます。美しい名画と詩の世界に読み聞かせをする大人も癒されることでしょう。出産祝いとしても人気が高く、また、暗唱の題材とし活用されることも多い一冊です。

・好奇心を刺激します：「シャガールのそらとぶふたり」「マグリットのはてな？」
「楽しそう！！」「どうしてこうなるの？」など、この2冊の簡単なせりふが付いた絵を見た子ども達の反応は実に様々です。色々なことに好奇心を持ち始めた子ども達は一つ一つの絵を純粋に楽しみながら、想像力を膨らませます。感性、好奇心、想像力など、これからの時代を生きる子ども達に欠かせない素養が身に付きます。

・全体が一つの物語になっています：「ブリューゲルのバベルの塔」「名画でメリー・クリスマス」
社会性が発達し、思考力が伸びてきた子どもにぴったりの絵本です。この2冊には聖書の物語が簡潔に書かれています。これらの西洋の古典には子ども達の知的好奇心を刺激する要素も豊富です。名画を見ながら物語を楽しむことで思考力が鍛えられ、想像力が育まれます。「絵本から本への橋渡し」としてもお薦めです。

第1巻「シャガールのそらとぶふたり」（22ページ／24×26cm）
シャガールとベラの愛の物語を幻想的な名画とともに楽しめます。
マルク・シャガールは1887年、ロシアの小さな町ヴィテブスクで生まれた画家です。ユダヤ人として2度の世界大戦を経験したシャガールは戦禍を逃れて渡ったアメリカで愛するベラを亡くしています。様々な悲しみを乗り越えて、97歳で亡くなるまで描き続けたシャガールの作品からは彼の魂の強さと愛の深さが伝わってきます。",9784938595432,https://books.rakuten.co.jp/rb/6536189/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5432/9784938595432.jpg?_ex=200x200,3,4.33,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
そらまめくんからおめでとう,なかや みわ,小学館,1540,2013年02月27日頃,"大切な想い出を“そらまめくん”と一緒に。 

 大人気絵本『そらまめくん』シリーズのポップアップ式フォトフレームブックです。「ご入園」や「ご入学」、「お誕生日」などの大事な想い出を、そらまめくんたちと一緒に残すことのできる1冊で、特別なメッセージシールなども8枚付いています。ご自分で記念に残して楽しむもよし、大切なお友達やお孫さんに、メッセージを書き添えて差し上げても喜ばれる逸品です！",9784099416072,https://books.rakuten.co.jp/rb/12155840/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6072/9784099416072.jpg?_ex=200x200,4,3.75,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
かわうそ3きょうだいそらをゆく,あべ弘士,小峰書店,1540,2013年04月10日頃,かわうそだって、そらをとべるんだ。旭山動物園で飼育係だった絵本作家がいちばん好きな動物、かわうそを描く。,9784338261098,https://books.rakuten.co.jp/rb/12254286/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1098/9784338261098.jpg?_ex=200x200,4,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
タックそらをゆく,たむらしげる,復刊ドットコム,2420,2014年1月,,9784835450315,https://books.rakuten.co.jp/rb/12665610/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0315/9784835450315.jpg?_ex=200x200,0,0.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ひつじのショーン（ショーンのそらのたび）,アードマン・アニメーションズ/松井京子,金の星社,1320,2014年7月,いたずら大好きなショーンと、牧場の仲間たちが巻き起こすドタバタコメディー。,9784323039695,https://books.rakuten.co.jp/rb/12870623/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9695/9784323039695.jpg?_ex=200x200,1,3.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
おおはくちょうのそら,手島圭三郎,絵本塾出版,1870,2015年1月,,9784864840637,https://books.rakuten.co.jp/rb/13097040/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0637/9784864840637.jpg?_ex=200x200,8,4.75,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらまめくんのあたらしいベッド,なかや みわ,小学館,968,2015年05月27日頃,"大人気！「そらまめくん」シリーズ 

 大切なベッドを新しくするために、そらまめくんは冒険に出発。知らない場所で戸惑いながらも頑張り、成長する「そらまめくん」の物語です。特別に「そらまめくんとベッド」の折り紙がついてきます！ 

 【編集担当からのおすすめ情報】 
 今回はちょっぴり大人になった「そらまめくん」の物語です。ベッドを新しくするために、『わたのき』を探しにいく過程で成長する「そらまめくん」にご注目ください！",9784097265726,https://books.rakuten.co.jp/rb/13231658/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5726/9784097265726.jpg?_ex=200x200,30,4.14,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
そらまめくんのおはなし3さつセット,なかや みわ,小学館,2811,2015年05月27日頃,"そらまめくんの新刊と既刊本がセットに！ 

 「そらまめくんのあたらしいベッド」と「そらまめくんのぼくのいちにち」と「そらまめくんとながいながいまめ」の3冊がセットになっています。かわいいオリジナルケースに入っているので、ギフトにも最適です。 

 【編集担当からのおすすめ情報】 
 今まで「そらまめくん」シリーズを読んだことがない方にピッタリなセットです。
オリジナルイラストの、かわいい箱に入っているので、プレゼントにもピッタリです！",9784097269793,https://books.rakuten.co.jp/rb/13249445/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9793/9784097269793.jpg?_ex=200x200,9,4.78,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
